type,cytoband,gene
Deletion,1q21.3,SLAMF9
Deletion,1q21.3,STPG1
Deletion,1q21.3,PYGO2
Deletion,1q21.3,ANGEL2
Deletion,1q21.3,SPOCD1
Deletion,1q21.3,ZNF697
Deletion,1q21.3,IGFN1
Deletion,1q21.3,NUP210L
Deletion,1q21.3,BTF3L4
Deletion,1q21.3,UBXN11
Deletion,1q21.3,NEXN
Deletion,1q21.3,CENPL
Deletion,1q21.3,DUSP27
Deletion,1q21.3,RCSD1
Deletion,1q21.3,MEX3A
Deletion,1q21.3,METTL18
Deletion,1q21.3,GORAB
Deletion,1q21.3,C1orf105
Deletion,1q21.3,TMEM183A
Deletion,1q21.3,HIST3H2A
Deletion,1q21.3,PIGM
Deletion,1q21.3,IGSF8
Deletion,1q21.3,LEMD1
Deletion,1q21.3,ZNF670
Deletion,1q21.3,ATPIF1
Deletion,1q21.3,DNAJA1P5
Deletion,1q21.3,GLMP
Deletion,1q21.3,MED8
Deletion,1q21.3,KTI12
Deletion,1q21.3,SMIM12
Deletion,1q21.3,AZIN2
Deletion,1q21.3,TMEM54
Deletion,1q21.3,HENMT1
Deletion,1q21.3,TOE1
Deletion,1q21.3,NLRP3
Deletion,1q21.3,ERMAP
Deletion,1q21.3,PGLYRP3
Deletion,1q21.3,CSMD2
Deletion,1q21.3,MYSM1
Deletion,1q21.3,GNRHR2
Deletion,1q21.3,SLAMF6
Deletion,1q21.3,OSBPL9
Deletion,1q21.3,SLC26A9
Deletion,1q21.3,OMA1
Deletion,1q21.3,RAB42
Deletion,1q21.3,FCRL1
Deletion,1q21.3,FCRL3
Deletion,1q21.3,LRRC42
Deletion,1q21.3,GBP4
Deletion,1q21.3,GBP5
Deletion,1q21.3,FAM46B
Deletion,1q21.3,FMO9P
Deletion,1q21.3,COX20
Deletion,1q21.3,TSEN15
Deletion,1q21.3,FAM129A
Deletion,1q21.3,SNAP47
Deletion,1q21.3,TADA1
Deletion,1q21.3,THEM4
Deletion,1q21.3,SH2D1B
Deletion,1q21.3,SSX2IP
Deletion,1q21.3,OLFM3
Deletion,1q21.3,GABPB2
Deletion,1q21.3,TCHHL1
Deletion,1q21.3,RPTN
Deletion,1q21.3,CCDC163
Deletion,1q21.3,TDRD10
Deletion,1q21.3,SHE
Deletion,1q21.3,KDF1
Deletion,1q21.3,CCSAP
Deletion,1q21.3,WDR63
Deletion,1q21.3,KLHDC9
Deletion,1q21.3,AXDND1
Deletion,1q21.3,MAB21L3
Deletion,1q21.3,SLC44A3
Deletion,1q21.3,ATXN7L2
Deletion,1q21.3,C1orf194
Deletion,1q21.3,LYPLAL1
Deletion,1q21.3,OR2M5
Deletion,1q21.3,OR2M3
Deletion,1q21.3,OR2T12
Deletion,1q21.3,OR14C36
Deletion,1q21.3,OR2T34
Deletion,1q21.3,OR2T10
Deletion,1q21.3,OR2T4
Deletion,1q21.3,OR2T11
Deletion,1q21.3,ATP6V1G3
Deletion,1q21.3,ASB17
Deletion,1q21.3,TYW3
Deletion,1q21.3,ERICH3
Deletion,1q21.3,LRRIQ3
Deletion,1q21.3,MYOM3
Deletion,1q21.3,DMBX1
Deletion,1q21.3,OR10J5
Deletion,1q21.3,TMCO2
Deletion,1q21.3,ZNF684
Deletion,1q21.3,TCEANC2
Deletion,1q21.3,PODN
Deletion,1q21.3,LRRC39
Deletion,1q21.3,GJB4
Deletion,1q21.3,HMGB4
Deletion,1q21.3,RNF19B
Deletion,1q21.3,A3GALT2
Deletion,1q21.3,DCST2
Deletion,1q21.3,DNAH14
Deletion,1q21.3,OR2B11
Deletion,1q21.3,ZNF648
Deletion,1q21.3,TEDDM1
Deletion,1q21.3,C1orf122
Deletion,1q21.3,OSCP1
Deletion,1q21.3,C1orf216
Deletion,1q21.3,VWA5B1
Deletion,1q21.3,UBXN10
Deletion,1q21.3,C1orf87
Deletion,1q21.3,ARL8A
Deletion,1q21.3,SYT2
Deletion,1q21.3,GOLT1A
Deletion,1q21.3,UHMK1
Deletion,1q21.3,FCRLB
Deletion,1q21.3,WDR64
Deletion,1q21.3,C1orf131
Deletion,1q21.3,LIX1L
Deletion,1q21.3,HSD3BP4
Deletion,1q21.3,SPATA17
Deletion,1q21.3,EDARADD
Deletion,1q21.3,KLF17
Deletion,1q21.3,TMEM125
Deletion,1q21.3,TSACC
Deletion,1q21.3,IQGAP3
Deletion,1q21.3,NAXE
Deletion,1q21.3,MRPL55
Deletion,1q21.3,HIST3H2BB
Deletion,1q21.3,DRAM2
Deletion,1q21.3,PIFO
Deletion,1q21.3,C1orf162
Deletion,1q21.3,OR10T2
Deletion,1q21.3,OR6P1
Deletion,1q21.3,OR10X1
Deletion,1q21.3,OR10Z1
Deletion,1q21.3,OR6K6
Deletion,1q21.3,OR6N1
Deletion,1q21.3,TATDN3
Deletion,1q21.3,S100A16
Deletion,1q21.3,NEK7
Deletion,1q21.3,ITLN2
Deletion,1q21.3,SYT6
Deletion,1q21.3,C1orf74
Deletion,1q21.3,CREB3L4
Deletion,1q21.3,BROX
Deletion,1q21.3,SAMD13
Deletion,1q21.3,C1orf52
Deletion,1q21.3,CIART
Deletion,1q21.3,TMEM56
Deletion,1q21.3,NBPF4
Deletion,1q21.3,UBE2U
Deletion,1q21.3,SLC35F3
Deletion,1q21.3,PTPRVP
Deletion,1q21.3,HFE2
Deletion,1q21.3,ANKRD35
Deletion,1q21.3,FAM163A
Deletion,1q21.3,OVAAL
Deletion,1q21.3,B3GALNT2
Deletion,1q21.3,MFSD4A
Deletion,1q21.3,PM20D1
Deletion,1q21.3,GCSAML
Deletion,1q21.3,GCSAML-AS1
Deletion,1q21.3,SLC30A7
Deletion,1q21.3,ZNF436-AS1
Deletion,1q21.3,KNCN
Deletion,1q21.3,MOB3C
Deletion,1q21.3,GLIS1
Deletion,1q21.3,NBPF12
Deletion,1q21.3,LELP1
Deletion,1q21.3,RC3H1
Deletion,1q21.3,MGC27382
Deletion,1q21.3,DCDC2B
Deletion,1q21.3,ZNF362
Deletion,1q21.3,DCST1
Deletion,1q21.3,CNIH3
Deletion,1q21.3,MANEAL
Deletion,1q21.3,IL23R
Deletion,1q21.3,METTL11B
Deletion,1q21.3,FAM78B
Deletion,1q21.3,SHISA4
Deletion,1q21.3,EXOC8
Deletion,1q21.3,PDIK1L
Deletion,1q21.3,BNIPL
Deletion,1q21.3,CLDN19
Deletion,1q21.3,CFAP57
Deletion,1q21.3,C1orf210
Deletion,1q21.3,CCDC24
Deletion,1q21.3,BTBD19
Deletion,1q21.3,CCDC17
Deletion,1q21.3,LRRC71
Deletion,1q21.3,RNF187
Deletion,1q21.3,CHIAP2
Deletion,1q21.3,PYHIN1
Deletion,1q21.3,SPATA45
Deletion,1q21.3,FAM71A
Deletion,1q21.3,DENND2C
Deletion,1q21.3,GBP6
Deletion,1q21.3,PLPPR5
Deletion,1q21.3,FNDC7
Deletion,1q21.3,DENND1B
Deletion,1q21.3,TDRD5
Deletion,1q21.3,TOR1AIP2
Deletion,1q21.3,IFNLR1
Deletion,1q21.3,CYP4Z2P
Deletion,1q21.3,CITED4
Deletion,1q21.3,SLC25A3P1
Deletion,1q21.3,LEXM
Deletion,1q21.3,SPRR4
Deletion,1q21.3,KANK4
Deletion,1q21.3,SASS6
Deletion,1q21.3,SDE2
Deletion,1q21.3,CNST
Deletion,1q21.3,FAM43B
Deletion,1q21.3,HFM1
Deletion,1q21.3,PAQR7
Deletion,1q21.3,TTC24
Deletion,1q21.3,CCDC185
Deletion,1q21.3,UBL4B
Deletion,1q21.3,NUDT4P2
Deletion,1q21.3,PDIA3P1
Deletion,1q21.3,OXCT2P1
Deletion,1q21.3,AGO3
Deletion,1q21.3,AGO4
Deletion,1q21.3,LCE4A
Deletion,1q21.3,ALG14
Deletion,1q21.3,FAM76A
Deletion,1q21.3,C1orf168
Deletion,1q21.3,TMEM61
Deletion,1q21.3,CYP4Z1
Deletion,1q21.3,CDCP2
Deletion,1q21.3,SLC5A9
Deletion,1q21.3,CC2D1B
Deletion,1q21.3,NBPF11
Deletion,1q21.3,NUDT17
Deletion,1q21.3,FLJ23867
Deletion,1q21.3,TXLNA
Deletion,1q21.3,TCTEX1D1
Deletion,1q21.3,PLD5
Deletion,1q21.3,C1orf100
Deletion,1q21.3,SPAG17
Deletion,1q21.3,SLFNL1
Deletion,1q21.3,KRTCAP2
Deletion,1q21.3,CRTC2
Deletion,1q21.3,IBA57
Deletion,1q21.3,HIPK1
Deletion,1q21.3,SLC44A5
Deletion,1q21.3,AKR7L
Deletion,1q21.3,AKR7A2P1
Deletion,1q21.3,TMEM9
Deletion,1q21.3,FNDC5
Deletion,1q21.3,EPHX4
Deletion,1q21.3,AKNAD1
Deletion,1q21.3,SLC41A1
Deletion,1q21.3,OR2T6
Deletion,1q21.3,LCE5A
Deletion,1q21.3,TMCO4
Deletion,1q21.3,MCOLN2
Deletion,1q21.3,COL24A1
Deletion,1q21.3,PCSK9
Deletion,1q21.3,SYT14
Deletion,1q21.3,ST6GALNAC3
Deletion,1q21.3,C1orf101
Deletion,1q21.3,ZNF683
Deletion,1q21.3,ARHGAP30
Deletion,1q21.3,CFAP126
Deletion,1q21.3,NEGR1
Deletion,1q21.3,ASPM
Deletion,1q21.3,MDS2
Deletion,1q21.3,CYP4X1
Deletion,1q21.3,MAGI3
Deletion,1q21.3,TIPRL
Deletion,1q21.3,BEST4
Deletion,1q21.3,PGBD2
Deletion,1q21.3,FAM19A3
Deletion,1q21.3,RIIAD1
Deletion,1q21.3,THEM5
Deletion,1q21.3,OR2L13
Deletion,1q21.3,SLC9C2
Deletion,1q21.3,OR14A16
Deletion,1q21.3,CYP4A22
Deletion,1q21.3,C1orf185
Deletion,1q21.3,NBPF15
Deletion,1q21.3,LEMD1-AS1
Deletion,1q21.3,FAM102B
Deletion,1q21.3,SYPL2
Deletion,1q21.3,CYB561D1
Deletion,1q21.3,ANKRD34A
Deletion,1q21.3,RUSC1-AS1
Deletion,1q21.3,SMG7-AS1
Deletion,1q21.3,RSPO1
Deletion,1q21.3,EPHA10
Deletion,1q21.3,C1orf204
Deletion,1q21.3,C1orf111
Deletion,1q21.3,ZNF326
Deletion,1q21.3,BTBD8
Deletion,1q21.3,RIMKLA
Deletion,1q21.3,LIN9
Deletion,1q21.3,VN1R5
Deletion,1q21.3,HIST2H2AB
Deletion,1q21.3,PPM1J
Deletion,1q21.3,HIST2H3A
Deletion,1q21.3,HIST2H2BC
Deletion,1q21.3,HIST2H2BA
Deletion,1q21.3,FAM151A
Deletion,1q21.3,S100A7A
Deletion,1q21.3,RAB7B
Deletion,1q21.3,LINGO4
Deletion,1q21.3,FLG-AS1
Deletion,1q21.3,RXFP4
Deletion,1q21.3,ANKRD45
Deletion,1q21.3,BRINP3
Deletion,1q21.3,MTMR9LP
Deletion,1q21.3,ZBTB8OS
Deletion,1q21.3,TFAP2E
Deletion,1q21.3,ZNF678
Deletion,1q21.3,PRSS38
Deletion,1q21.3,CCDC190
Deletion,1q21.3,C1orf228
Deletion,1q21.3,ZFP69
Deletion,1q21.3,RD3
Deletion,1q21.3,CCDC18
Deletion,1q21.3,OR6F1
Deletion,1q21.3,OR2W3
Deletion,1q21.3,OR2T8
Deletion,1q21.3,OR2T3
Deletion,1q21.3,MYBPHL
Deletion,1q21.3,OR10R2
Deletion,1q21.3,FCRL6
Deletion,1q21.3,KCNT2
Deletion,1q21.3,BARHL2
Deletion,1q21.3,NBPF7
Deletion,1q21.3,TCTEX1D4
Deletion,1q21.3,OR2T29
Deletion,1q21.3,SERINC2
Deletion,1q21.3,FAM159A
Deletion,1q21.3,LCE1A
Deletion,1q21.3,LCE1B
Deletion,1q21.3,LCE1C
Deletion,1q21.3,LCE1D
Deletion,1q21.3,LCE1E
Deletion,1q21.3,LCE1F
Deletion,1q21.3,LCE2A
Deletion,1q21.3,LCE2C
Deletion,1q21.3,LCE2D
Deletion,1q21.3,LCE3A
Deletion,1q21.3,LCE3B
Deletion,1q21.3,LCE3C
Deletion,1q21.3,LCE3E
Deletion,1q21.3,RGSL1
Deletion,1q21.3,BMP8A
Deletion,1q21.3,IRF2BP2
Deletion,1q21.3,ZBTB41
Deletion,1q21.3,CYCSP52
Deletion,1q21.3,SVBP
Deletion,1q21.3,TEX38
Deletion,1q21.3,MROH7
Deletion,1q21.3,MIGA1
Deletion,1q21.3,NEXN-AS1
Deletion,1q21.3,PEAR1
Deletion,1q21.3,SFT2D2
Deletion,1q21.3,MIA3
Deletion,1q21.3,STUM
Deletion,1q21.3,FAM89A
Deletion,1q21.3,RPS10P7
Deletion,1q21.3,CATSPER4
Deletion,1q21.3,NSUN4
Deletion,1q21.3,ILDR2
Deletion,1q21.3,TRNP1
Deletion,1q21.3,CD164L2
Deletion,1q21.3,TRABD2B
Deletion,1q21.3,LDLRAD1
Deletion,1q21.3,GBP7
Deletion,1q21.3,C1orf146
Deletion,1q21.3,FAM69A
Deletion,1q21.3,SLC6A17
Deletion,1q21.3,C1orf137
Deletion,1q21.3,NOTCH2NL
Deletion,1q21.3,LYSMD1
Deletion,1q21.3,HRNR
Deletion,1q21.3,FLG2
Deletion,1q21.3,C1orf189
Deletion,1q21.3,FMO6P
Deletion,1q21.3,C1orf53
Deletion,1q21.3,TMEM81
Deletion,1q21.3,CAPN8
Deletion,1q21.3,COA6
Deletion,1q21.3,C1orf229
Deletion,1q21.3,OR2M1P
Deletion,1q21.3,PLA2G2C
Deletion,1q21.3,SKINT1L
Deletion,1q21.3,UOX
Deletion,1q21.3,FRRS1
Deletion,1q21.3,VHLL
Deletion,1q21.3,OR10K2
Deletion,1q21.3,OR10K1
Deletion,1q21.3,OR6Y1
Deletion,1q21.3,OR6K3
Deletion,1q21.3,VSIG8
Deletion,1q21.3,OR11L1
Deletion,1q21.3,OR2L8
Deletion,1q21.3,OR2AK2
Deletion,1q21.3,OR2L3
Deletion,1q21.3,OR2M2
Deletion,1q21.3,OR2T33
Deletion,1q21.3,OR2M7
Deletion,1q21.3,OR2G6
Deletion,1q21.3,TMEM200B
Deletion,1q21.3,SH2D5
Deletion,1q21.3,NCMAP
Deletion,1q21.3,C1orf141
Deletion,1q21.3,GBP1P1
Deletion,1q21.3,FLJ27354
Deletion,1q21.3,C1orf226
Deletion,1q21.3,C1orf220
Deletion,1q21.3,C1orf140
Deletion,1q21.3,NBPF9
Deletion,1q21.3,FAM177B
Deletion,1q21.3,LDLRAD2
Deletion,1q21.3,ZNF847P
Deletion,1q21.3,OR2T2
Deletion,1q21.3,OR2T5
Deletion,1q21.3,OR14I1
Deletion,1q21.3,CSMD2-AS1
Deletion,1q21.3,OR2T27
Deletion,1q21.3,OR2T35
Deletion,1q21.3,APOBEC4
Deletion,1q21.3,MGC34796
Deletion,1q21.3,RGS21
Deletion,1q21.3,LHX8
Deletion,1q21.3,MINOS1
Deletion,1q21.3,SLC2A1-AS1
Deletion,1q21.3,FAM183A
Deletion,1q21.3,ZYG11A
Deletion,1q21.3,FLJ31662
Deletion,1q21.3,BCL2L15
Deletion,1q21.3,NUDT4P1
Deletion,1q21.3,HIST2H2BF
Deletion,1q21.3,ETV3L
Deletion,1q21.3,LRRC52
Deletion,1q21.3,C1orf186
Deletion,1q21.3,TRIM67
Deletion,1q21.3,MAP1LC3C
Deletion,1q21.3,H3F3AP4
Deletion,1q21.3,GTF2IP20
Deletion,1q21.3,PGCP1
Deletion,1q21.3,NBPF18P
Deletion,1q21.3,OR10J3
Deletion,1q21.3,BECN2
Deletion,1q21.3,OR2W5
Deletion,1q21.3,OR13G1
Deletion,1q21.3,KPRP
Deletion,1q21.3,LCE6A
Deletion,1q21.3,SUMO1P3
Deletion,1q21.3,GEMIN8P4
Deletion,1q21.3,RBMXL1
Deletion,1q21.3,LURAP1
Deletion,1q21.3,PEF1
Deletion,1q21.3,FAM72C
Deletion,1q21.3,DUSP5P1
Deletion,1q21.3,SERTAD4-AS1
Deletion,1q21.3,ADAMTSL4-AS1
Deletion,1q21.3,C1orf145
Deletion,1q21.3,PRR9
Deletion,1q21.3,IBA57-AS1
Deletion,1q21.3,CYB5RL
Deletion,1q21.3,SSBP3-AS1
Deletion,1q21.3,RPL31P11
Deletion,1q21.3,MGAT4EP
Deletion,1q21.3,SPATA42
Deletion,1q21.3,FLVCR1-AS1
Deletion,1q21.3,CYMP
Deletion,1q21.3,KIAA0754
Deletion,1q21.3,LYPLAL1-AS1
Deletion,1q21.3,RPS14P3
Deletion,1q21.3,PPIAL4G
Deletion,1q21.3,FAM231D
Deletion,1q21.3,NBPF13P
Deletion,1q21.3,ACTG1P20
Deletion,1q21.3,NFIA-AS1
Deletion,1q21.3,PPIAL4D
Deletion,1q21.3,SNRPD2P2
Deletion,1q21.3,ASH1L-AS1
Deletion,1q21.3,POU5F1P4
Deletion,1q21.3,MT1HL1
Deletion,1q21.3,RPS7P5
Deletion,1q21.3,S100A7L2
Deletion,1q21.3,LACTBL1
Deletion,1q21.3,LYPD8
Deletion,1q21.3,SETSIP
Deletion,1q21.3,EMBP1
Deletion,1q21.3,SRGAP2B
Deletion,1q21.3,ASCL5
Deletion,1q21.3,ACTG1P4
Deletion,1q21.3,ZBTB8A
Deletion,1q21.3,NBPF6
Deletion,1q21.3,SRGAP2C
Deletion,1q21.3,PPIAL4A
Deletion,1q21.3,GPR89A
Deletion,1q21.3,PPIAL4C
Deletion,1q21.3,HIST2H3D
Deletion,1q21.3,FAM72B
Deletion,1q21.3,PCP4L1
Deletion,1q21.3,ZBTB8B
Deletion,1q21.3,PPIEL
Deletion,1q21.3,TGFB2-AS1
Deletion,1q21.3,CCDC30
Deletion,1q21.3,FAM72D
Deletion,1q21.3,NBPF8
Deletion,1q21.3,RPS15AP10
Deletion,1q21.3,FAAHP1
Deletion,1q21.3,C1orf234
Deletion,1q21.3,HSD52
Deletion,1q21.3,FAM72A
Deletion,1q21.3,PPIAL4E
Deletion,1q21.3,PFN1P2
Deletion,1q21.3,PDZK1P1
Deletion,1q21.3,FAM229A
Deletion,1q21.3,C1orf132
Deletion,1q21.3,BTNL10
Deletion,1q21.3,MATN1-AS1
Deletion,1q21.3,C1orf68
Deletion,1q21.3,MSTO2P
Deletion,1q21.3,EFCAB14-AS1
Deletion,1q21.3,NFYC-AS1
Deletion,1q21.3,TSTD1
Deletion,1q21.3,RPL21P28
Deletion,1q21.3,CCDC18-AS1
Deletion,1q21.3,CADM3-AS1
Deletion,1q21.3,FOXO6
Deletion,1q21.3,NBPF10
Deletion,1q21.3,FCGR1CP
Deletion,1q21.3,ZRANB2-AS1
Deletion,1q21.3,KDM4A-AS1
Deletion,1q21.3,C2CD4D
Deletion,1q21.3,AP4B1-AS1
Deletion,1q21.3,LGALS8-AS1
Deletion,1q21.3,GM140
Deletion,1q21.3,GS1-279B7.1
Deletion,1q21.3,NBPF20
Deletion,1q21.3,HYDIN2
Deletion,1q21.3,GNG12-AS1
Deletion,1q21.3,RASAL2-AS1
Deletion,1q21.3,TSNAX-DISC1
Deletion,1q21.3,ZBED6
Deletion,1q21.3,SPATA1
Deletion,1q21.3,PROX1-AS1
Deletion,1q21.3,RTCA-AS1
Deletion,1q21.3,GAS5-AS1
Deletion,1q21.3,TMEM35B
Deletion,1q21.3,TAF1A-AS1
Deletion,1q21.3,FAM212B-AS1
Deletion,1q21.3,SLC16A1-AS1
Deletion,1q21.3,ITPKB-IT1
Deletion,1q21.3,PCAT6
Deletion,1q21.3,CHRM3-AS2
Deletion,1q21.3,TCEB3-AS1
Deletion,1q21.3,SLFNL1-AS1
Deletion,1q21.3,MKNK1-AS1
Deletion,1q21.3,FPGT-TNNI3K
Deletion,1q21.3,GJA9-MYCBP
Deletion,1q21.3,MROH7-TTC4
Deletion,1q21.3,PMF1-BGLAP
Deletion,1q21.3,LHX4-AS1
Deletion,1q21.3,TMEM56-RWDD3
Deletion,1q21.3,MINOS1-NBL1
Deletion,1q21.3,ZNF670-ZNF695
Deletion,1q21.3,TNFAIP8L2-SCNM1
Deletion,1q21.3,DNM3OS
Deletion,1q21.3,RCAN3AS
Deletion,1q21.3,NEGR1-IT1
Deletion,1q21.3,ZRANB2-AS2
Deletion,1q21.3,PINK1-AS
Deletion,1q21.3,SRGAP2-AS1
Deletion,1q21.3,HLX-AS1
Deletion,1q21.3,DPYD-AS1
Deletion,1q21.3,DPYD-AS2
Deletion,1q21.3,VAV3-AS1
Deletion,1q21.3,IPO9-AS1
Deletion,1q21.3,KCNC4-AS1
Deletion,1q21.3,CHRM3-AS1
Deletion,1q21.3,KCND3-AS1
Deletion,1q21.3,FALEC
Deletion,1q21.3,UBE2Q1-AS1
Deletion,1q21.3,HAO2-IT1
Deletion,1q21.3,ERI3-IT1
Deletion,1q21.3,DNM3-IT1
Deletion,1q21.3,KCND3-IT1
Deletion,1q21.3,AGBL4-IT1
Deletion,1q21.3,FOXD3-AS1
Deletion,1q21.3,NFIA-AS2
Deletion,1q21.3,SRGAP2D
Deletion,1q21.3,LAMTOR5-AS1
Deletion,1q21.3,BLACAT1
Deletion,1q21.3,DAB1-AS1
Deletion,1q21.3,ROR1-AS1
Deletion,1q21.3,DEPDC1-AS1
Deletion,1q21.3,ERICH3-AS1
Deletion,1q21.3,GBAT2
Deletion,1q21.3,PKN2-AS1
Deletion,1q21.3,UBXN10-AS1
Deletion,1q21.3,HIPK1-AS1
Deletion,1q21.3,NBPF25P
Deletion,1q21.3,TTC39A-AS1
Deletion,1q21.3,CH17-408M7.1
Deletion,1q21.3,TGFB2-OT1
Deletion,1q21.3,SPATA17-AS1
Deletion,1q21.3,PACERR
Deletion,1q21.3,TXNDC12-AS1
Deletion,1q21.3,DISC1-IT1
Deletion,1q21.3,WARS2-IT1
Deletion,1q21.3,POP3
Deletion,7q11.22,CCT6A
Deletion,7q11.22,CLDN4
Deletion,7q11.22,CLDN3
Deletion,7q11.22,EGFR
Deletion,7q11.22,ELN
Deletion,7q11.22,ERV3-1
Deletion,7q11.22,GBAS
Deletion,7q11.22,GTF2I
Deletion,7q11.22,GTF2IP1
Deletion,7q11.22,GUSB
Deletion,7q11.22,HIP1
Deletion,7q11.22,HPVC1
Deletion,7q11.22,HSPB1
Deletion,7q11.22,LIMK1
Deletion,7q11.22,MDH2
Deletion,7q11.22,PHKG1
Deletion,7q11.22,PMS2P2
Deletion,7q11.22,PMS2P4
Deletion,7q11.22,PMS2P5
Deletion,7q11.22,PMS2P3
Deletion,7q11.22,POR
Deletion,7q11.22,PSPH
Deletion,7q11.22,PTPN12
Deletion,7q11.22,RFC2
Deletion,7q11.22,CCL24
Deletion,7q11.22,STX1A
Deletion,7q11.22,EIF4H
Deletion,7q11.22,CLIP2
Deletion,7q11.22,LAT2
Deletion,7q11.22,YWHAG
Deletion,7q11.22,ZNF138
Deletion,7q11.22,ZP3
Deletion,7q11.22,FZD9
Deletion,7q11.22,TPST1
Deletion,7q11.22,FKBP6
Deletion,7q11.22,BAZ1B
Deletion,7q11.22,BCL7B
Deletion,7q11.22,GTF2IRD1
Deletion,7q11.22,MAGI2
Deletion,7q11.22,POM121
Deletion,7q11.22,CCL26
Deletion,7q11.22,ZNF273
Deletion,7q11.22,FGL2
Deletion,7q11.22,POMZP3
Deletion,7q11.22,SEC61G
Deletion,7q11.22,SUMF2
Deletion,7q11.22,AUTS2
Deletion,7q11.22,TBL2
Deletion,7q11.22,CRCP
Deletion,7q11.22,RABGEF1
Deletion,7q11.22,MLXIPL
Deletion,7q11.22,SBDS
Deletion,7q11.22,CHCHD2
Deletion,7q11.22,ZNF117
Deletion,7q11.22,MRPS17
Deletion,7q11.22,ZNF107
Deletion,7q11.22,STYXL1
Deletion,7q11.22,GSAP
Deletion,7q11.22,STAG3L1
Deletion,7q11.22,TMEM248
Deletion,7q11.22,TYW1
Deletion,7q11.22,NSUN5
Deletion,7q11.22,LANCL2
Deletion,7q11.22,PHTF2
Deletion,7q11.22,RHBDD2
Deletion,7q11.22,CCDC146
Deletion,7q11.22,WBSCR17
Deletion,7q11.22,STAG3L4
Deletion,7q11.22,UPK3B
Deletion,7q11.22,VOPP1
Deletion,7q11.22,RCC1L
Deletion,7q11.22,ABHD11
Deletion,7q11.22,CALN1
Deletion,7q11.22,TMEM120A
Deletion,7q11.22,GTF2IRD2
Deletion,7q11.22,DNAJC30
Deletion,7q11.22,TMEM60
Deletion,7q11.22,ZNF479
Deletion,7q11.22,DTX2
Deletion,7q11.22,WBSCR22
Deletion,7q11.22,WBSCR28
Deletion,7q11.22,TRIM50
Deletion,7q11.22,SSC4D
Deletion,7q11.22,VKORC1L1
Deletion,7q11.22,KCTD7
Deletion,7q11.22,WBSCR27
Deletion,7q11.22,SBDSP1
Deletion,7q11.22,VPS37D
Deletion,7q11.22,NSUN5P1
Deletion,7q11.22,ZNF92
Deletion,7q11.22,ZNF679
Deletion,7q11.22,ABHD11-AS1
Deletion,7q11.22,VSTM2A
Deletion,7q11.22,DKFZp434L192
Deletion,7q11.22,SRRM3
Deletion,7q11.22,RSBN1L
Deletion,7q11.22,NSUN5P2
Deletion,7q11.22,POM121L12
Deletion,7q11.22,VSTM2A-OT1
Deletion,7q11.22,ZNF680
Deletion,7q11.22,SEPT14
Deletion,7q11.22,ZNF713
Deletion,7q11.22,FKBP9P1
Deletion,7q11.22,TRIM73
Deletion,7q11.22,TRIM74
Deletion,7q11.22,NUPR2
Deletion,7q11.22,GTF2IRD2B
Deletion,7q11.22,RPL13AP17
Deletion,7q11.22,ZNF716
Deletion,7q11.22,TYW1B
Deletion,7q11.22,SPDYE7P
Deletion,7q11.22,DTX2P1-UPK3BP1-PMS2P11
Deletion,7q11.22,ZNF727
Deletion,7q11.22,STAG3L3
Deletion,7q11.22,STAG3L2
Deletion,7q11.22,SPDYE5
Deletion,7q11.22,GS1-124K5.11
Deletion,7q11.22,FDPSP2
Deletion,7q11.22,GUSBP10
Deletion,7q11.22,CCT6P3
Deletion,7q11.22,CCT6P1
Deletion,7q11.22,ZNF733P
Deletion,7q11.22,INTS4P2
Deletion,7q11.22,YWHAEP1
Deletion,7q11.22,NCF1
Deletion,7q11.22,NCF1B
Deletion,7q11.22,NCF1C
Deletion,7q11.22,SPDYE8P
Deletion,7q11.22,ZNF736
Deletion,7q11.22,GTF2IRD1P1
Deletion,7q11.22,GATSL2
Deletion,7q11.22,ZNF735
Deletion,7q11.22,GTF2IP4
Deletion,7q11.22,POM121C
Deletion,7q11.22,PMS2P7
Deletion,7q11.22,PMS2P9
Deletion,7q11.22,GS1-124K5.4
Deletion,7q11.22,APTR
Deletion,7q11.22,MAGI2-AS3
Deletion,7q11.22,EGFR-AS1
Deletion,7q11.22,MAGI2-AS2
Deletion,7q11.22,GTF2IP7
Deletion,7q11.22,GTF2IP23
Deletion,7q11.22,ELDR
Deletion,2q37.3,KIF1A
Deletion,2q37.3,BOK
Deletion,2q37.3,COL6A3
Deletion,2q37.3,DTYMK
Deletion,2q37.3,GBX2
Deletion,2q37.3,GPC1
Deletion,2q37.3,GPR35
Deletion,2q37.3,HDLBP
Deletion,2q37.3,INPP5D
Deletion,2q37.3,NDUFA10
Deletion,2q37.3,SEPT2
Deletion,2q37.3,NEU2
Deletion,2q37.3,PDCD1
Deletion,2q37.3,PPP1R7
Deletion,2q37.3,SAG
Deletion,2q37.3,SPP2
Deletion,2q37.3,DGKD
Deletion,2q37.3,PER2
Deletion,2q37.3,LRRFIP1
Deletion,2q37.3,HDAC4
Deletion,2q37.3,FARP2
Deletion,2q37.3,ARL4C
Deletion,2q37.3,RAMP1
Deletion,2q37.3,STK25
Deletion,2q37.3,COPS8
Deletion,2q37.3,CAPN10
Deletion,2q37.3,PASK
Deletion,2q37.3,ATG4B
Deletion,2q37.3,SH3BP4
Deletion,2q37.3,NGEF
Deletion,2q37.3,SNED1
Deletion,2q37.3,TRAF3IP1
