"sample","arm","chr","frac_gain","frac_loss","status_50","scored_50","status_25","scored_25"
"B1_S01","1p",1,1,0,"GAIN",1,"GAIN",1
"B1_S01","1q",1,0.8888,0.1035,"GAIN",1,"GAIN",1
"B1_S01","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","3p",3,1,0,"GAIN",1,"GAIN",1
"B1_S01","3q",3,0.9973,0,"GAIN",1,"GAIN",1
"B1_S01","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","4q",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","8p",8,0,1,"LOSS",1,"LOSS",1
"B1_S01","8q",8,0.04,0.9586,"LOSS",1,"LOSS",1
"B1_S01","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","11p",11,1,0,"GAIN",1,"GAIN",1
"B1_S01","11q",11,0.9989,0,"GAIN",1,"GAIN",1
"B1_S01","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","13q",13,0.2688,0.7312,"LOSS",1,"GAIN",1
"B1_S01","14q",14,1,0,"GAIN",1,"GAIN",1
"B1_S01","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","17p",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","17q",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","18p",18,0,1,"LOSS",1,"LOSS",1
"B1_S01","18q",18,0,0.994,"LOSS",1,"LOSS",1
"B1_S01","19p",19,0,1,"LOSS",1,"LOSS",1
"B1_S01","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B1_S01","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S01","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B1_S02","1p",1,1,0,"GAIN",1,"GAIN",1
"B1_S02","1q",1,0.6977,0,"GAIN",1,"GAIN",1
"B1_S02","2p",2,0.1281,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","2q",2,0.9987,0,"GAIN",1,"GAIN",1
"B1_S02","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","4p",4,0,0.7959,"LOSS",1,"LOSS",1
"B1_S02","4q",4,0,0.2425,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","5p",5,1,0,"GAIN",1,"GAIN",1
"B1_S02","5q",5,0.9959,0,"GAIN",1,"GAIN",1
"B1_S02","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","11q",11,0.2816,0,"NEUTRAL",0,"GAIN",1
"B1_S02","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","17p",17,0,1,"LOSS",1,"LOSS",1
"B1_S02","17q",17,0,0.9956,"LOSS",1,"LOSS",1
"B1_S02","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","19p",19,0,1,"LOSS",1,"LOSS",1
"B1_S02","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B1_S02","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S02","21q",21,0.9783,0,"GAIN",1,"GAIN",1
"B1_S02","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B1_S05","1p",1,0.4902,0,"NEUTRAL",0,"GAIN",1
"B1_S05","1q",1,0,0.1832,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","2p",2,0,1,"LOSS",1,"LOSS",1
"B1_S05","2q",2,0,0.9987,"LOSS",1,"LOSS",1
"B1_S05","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","4q",4,0,0.4422,"NEUTRAL",0,"LOSS",1
"B1_S05","5p",5,1,0,"GAIN",1,"GAIN",1
"B1_S05","5q",5,0.9959,0,"GAIN",1,"GAIN",1
"B1_S05","6p",6,0,1,"LOSS",1,"LOSS",1
"B1_S05","6q",6,0,0.9928,"LOSS",1,"LOSS",1
"B1_S05","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","11q",11,0.2816,0,"NEUTRAL",0,"GAIN",1
"B1_S05","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","17p",17,0,1,"LOSS",1,"LOSS",1
"B1_S05","17q",17,0,0.9956,"LOSS",1,"LOSS",1
"B1_S05","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","19p",19,0,1,"LOSS",1,"LOSS",1
"B1_S05","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B1_S05","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","20q",20,0,0.8254,"LOSS",1,"LOSS",1
"B1_S05","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B1_S05","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B2_S01","1p",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","1q",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","4p",4,0.9796,0,"GAIN",1,"GAIN",1
"B2_S01","4q",4,0.9913,0,"GAIN",1,"GAIN",1
"B2_S01","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","7q",7,0,0.2015,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","8p",8,0.7738,0.2262,"GAIN",1,"GAIN",1
"B2_S01","8q",8,0.9986,0,"GAIN",1,"GAIN",1
"B2_S01","9p",9,1,0,"GAIN",1,"GAIN",1
"B2_S01","9q",9,0.9959,0,"GAIN",1,"GAIN",1
"B2_S01","10p",10,0.6701,0.2577,"GAIN",1,"GAIN",1
"B2_S01","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","11p",11,1,0,"GAIN",1,"GAIN",1
"B2_S01","11q",11,0.9989,0,"GAIN",1,"GAIN",1
"B2_S01","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","12q",12,0.0818,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","16p",16,0.7542,0,"GAIN",1,"GAIN",1
"B2_S01","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","17p",17,0.5851,0.4149,"GAIN",1,"GAIN",1
"B2_S01","17q",17,0.9956,0,"GAIN",1,"GAIN",1
"B2_S01","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","18q",18,0.598,0,"GAIN",1,"GAIN",1
"B2_S01","19p",19,0,1,"LOSS",1,"LOSS",1
"B2_S01","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B2_S01","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S01","22q",22,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S02","1p",1,1,0,"GAIN",1,"GAIN",1
"B2_S02","1q",1,0.8809,0.1115,"GAIN",1,"GAIN",1
"B2_S02","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S02","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S02","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S02","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
